;;;;;;Ассортимент;;;;;Ассортимент США;;;;;;Краткие описания;;;;;;ID_CISS;;;;;;;;;;ID_PRINTER_CISS;;;;;;;;;;;ID_PRINTER_RC;;;;;;;;;;ID_SVODNAY_CISS;;;;;;;;ID_CARTRIDGE;;;;;;;;ID_CARTRIDGE_SVODNAYA;;;;;;;;ID_INK_SET;;;;;;;;ID_INK_SEPARETED;;;;;;;;Фильтр поиска по модели;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Цены на официальном сайте;;;;;;;;;;;;Цены на пустые СНПЧ;;;;;;;;;;Цены на пустые ПЗК;;;;;;;;;;Цены на Чернила 100 мл;;;;Цены на принтеры;;;;;;;;;;Цена на оригиналы;;;;;;Наличие на складе Принтеров;;Наличие на складе СНПЧ;;Наличие на складе ПЗК;;Наличие на складе чернил;;;;;
354;164;46;16446;Epson Stylus D78;;0;0;0;1;;0;0;0;0;0;;Epson Stylus D78 pobudza kreatywno?? i zwi?ksza przyjemno?? drukowania prac domowych, list?w i zdj?? o wysokim po?ysku. Tusz Epson DURABrite Ultra i maksymalna rozdzielczo?? 5760 dpi* pozwalaj? na proste wykonanie ?ywych i trwa?ych wydruk?w na prawie wszystkich rodzajach papieru.;;The Epson Stylus D78 printer is designed for home and home office users with a requirement to produce a variety of prints from black only text to photographs. This printer makes an excellent choice for anyone who wants to upgrade to a more complete printing solution.;Kreativit?t und Spa? beim Drucken von Hausarbeiten, Briefen und Hochglanzfarbfotos mit dem Epson Stylus D78. Mit der Epson DURABrite Ultra-Tinte und der Aufl?sung von bis zu 5760 dpi* erstellen Sie ganz einfach brillante und haltbare Ausdrucke auf nahezu allen Papierarten.;;;4666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660;660;;;;;;;5084;;18908;1783;7723;4568;2508;1662;678;678;;;;;;;;;;;;;;;;;;;;;;;Epson;D/DX;D78;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;22;12;4;80;0;1;5760 x 1440;2,8 кг;1;1;1;1;0;;photo;да;нет;нет;нет;нет;;;;;;Windows 98SE/ME/2000/Xp/Xp-x64, Mas OS 10.2+; 435 x 219 x 165 мм ; 10 Вт ;;12;;;;220-240 V;50 ~ 60 Гц;;;;;;;;T0711-T0714 ;;;T0711-T0714 ;4;38,9;49,9;199,6;42,9;;;;;;;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
355;165;47;16547;Epson Stylus CX4450;;0;0;0;0;;0;0;0;0;0;;;;;;;;4667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;805;805;;;;;;;5085;;;;;;;;836;836;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX4450;home;;;;desktop;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;A4;25;13;4;80;1;1;5760 x 1440;2,8 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;nx100;T0881-T0884 ;;;T0881-T0884 ;4;38,9;49,9;199,6;42,9;;;;;;;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
356;165;48;16548;Epson Stylus CX4400;;0;0;0;0;;0;0;0;0;0;;;;;;;;4668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;805;805;;;;;;;5086;;;;;;;;836;836;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX4400;home;;;;desktop;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;A4;24;12;4;80;1;1;5760 x 1440;5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;nx100;T0881-T0884 ;;;T0881-T0884 ;4;38,9;49,9;199,6;42,9;;;;;;;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
357;166;49;16649;Epson Stylus CX6600;;0;0;0;0;;0;0;0;0;0;;;;;Der Epson Stylus CX6600 ist die ideale All-in-One-L?sung f?r zu Hause oder das B?ro. Er kombiniert in einem Ger?t schnelle Druck-, Scan- und Kopierfunktionalit?t mit der Flexibilit?t eines Speicherkartenlesers, der Qualit?t der Epson DURABriteTM-Tinten und der Sparsamkeit separater Tintenpatronen.;;;4669;;8045;;;;1470;;155;1289;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5087;;18777;;;;;;404/837;404;404;404;404;;404;404;;;;;;;;;;;;;;;;;Epson;C/CX;CX6600;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;22;11;3;150;1;1;5760 x 1440;8,5 кг;1;1;1;0;0;;photo;да;нет;нет;нет;нет;60 г/м2;255  г/м2;;;;Mac OS 9.1 и старше, Mac OS X 10.2 и старше, Microsoft Windows 2000, Microsoft Windows 98, Microsoft Windows Me, Microsoft Windows XP ;429 х 450 х 218 мм; 14 Вт ; 46 дБ;12;ч.б.16 стр/мин,цвет  6 стр/мин;"A4 ч/б (мсек/линия):15; цветной (мсек/линия):5 "; 1200 x 2400 dpi ;220 В;50 ~ 60 Гц;;;;1;;;wf600;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;599;119;200000;3400;200;26;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
358;166;50;16650;Epson Stylus CX6400;;0;0;0;0;;0;0;0;0;0;;Epson Stylus CX6400 to doskona?e urz?dzenie wielofunkcyjne do u?ytku w domu i w biurze. Atramenty Epson DURABriteTM gwarantuj? doskona?? jako?? kolor?w nawet na zwyk?ym i makulaturowym papierze, natomiast wbudowany czytnik kart pami?ci umo?liwia drukowanie zdj?? zapisanych w najr??niejszych formatach. Materia?y zapisane na karcie pami?ci mo?na wydrukowa? bezpo?rednio, bez u?ycia komputera!;;;Der Epson Stylus CX6400 ist eine exzellente All-In-One-L?sung f?r zu Hause und f?rs B?ro. Epson DURABriteTM-Tinten garantieren hervorragende Farbqualit?t auf Normal- und sogar Recyclingpapier. Der integrierte multikompatible Speicherkartenleser bietet au?ergew?hnliche Flexibilit?t beim Fotodruck. Sie k?nnen direkt von der Speicherkarte drucken - ohne PC!;;;4670;;8043;;;2481;1469;;155;1288;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5088;;18776;;;;;;404/837;404;404;404;404;;404;404;;;;;;;;;;;;;;;;;Epson;C/CX;CX6400;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;22;11;3;150;1;1;5760 x 1440;8,7 кг;1;1;1;0;0;;photo;да;нет;нет;нет;нет;;;;;;Mac OS Classic 8.1\nMac OS X\nWindows XP\nWindows 2000\nWindows Me\nWindows 98; 450 x 429 x 218 мм ; 14 Вт ;42 дБ;12;ч.б. 16 симв/мин,цвет  6 симв/мин ;;1200 x 2400 DPI;;;;;;1;;;nx415;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;599;119;200000;3400;200;26;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
359;166;51;16651;Epson Stylus CX4600;;0;0;0;0;;0;0;0;0;0;;;;;;;;4671;;8034;;;2480;1468;;155;1287;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5089;;;;;;;;837;837;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX4600;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;15;15;3;100;1;1;5760 x 1440;6,6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;nx415;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
360;166;52;16652;Epson Stylus CX3650;;0;0;0;0;;0;0;0;0;0;;Epson Stylus CX3650 to wielofunkcyjna drukarka, skaner i kopiarka przeznaczona do u?ytku w domu i biurze. Kompaktowa i elegancka obudowa, atramenty Epson DURABriteTM i pojedyncze wk?ady atramentowe pozwalaj? zwi?kszy? jako?? druku, jego op?acalno?? i wszechstronno??.;;;Der Epson Stylus CX3650 ist die perfekte All-in-One-L?sung zum Drucken, Scannen und Kopieren zu Hause oder im Heimb?ro. Das kompakte, schicke Design passt perfekt auf Ihren Schreibtisch und die separaten Epson DURABriteTM-Indivividual Ink-Patronen liefern Qualit?t und Flexibilit?t bei gleichzeitig sparsamen Verbrauch.;;;4672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5090;;;;;;;;837;837;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX3650;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;15;15;3;100;1;1;5760 x 1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;;;;;;;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
361;166;53;16653;Epson Stylus CX3600;;0;0;0;0;;0;0;0;0;0;;;;;;;;4673;;8028;;;2479;1467;;155;1286;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5091;;;;;;;;837;837;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX3600;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;15;15;3;100;1;1;5760 x 1440;7 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
362;166;54;16654;Epson Stylus C86;;0;0;0;0;;0;0;0;0;0;;Epson Stylus C86 to drukarka bez kompromis?w do zastosowania w domu i w ma?ych firmach. Gwarantuje ona pierwszorz?dn? rozdzielczo?? drukowanych dokument?w, grafik i zdj?? dzi?ki u?yciu wysokiej jako?ci wydajnych tuszy Epson DURABriteTM oraz oddzielnych wk?ad?w z tuszem Individual Ink.;;;Der Epson Stylus C86 ist ein Drucker ohne Kompromisse f?r den Einsatz zu Hause und in kleineren B?ros. Er bietet eine erstklassige Aufl?sung bei Dokumenten, Grafiken und Fotos durch die qualitativ hochwertigen und effizienten Epson DURABriteTM-Tinten und die separaten Individual Ink-Tintenpatronen.;;;4674;;8023;;;2478;1466;;155;1230;;;;;;;;;1249;1394;;;;;;;;;;;;155;155;155;155;155;;155;155;5092;;18764;;;;;;404/837;404;404;404;404;;404;404;;;;;;;;;;;;;;;;;Epson;C/CX;C86;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;22;12;3;120;0;1;5760 х 1440;4,2 кг;1;0;0;0;0;;photo;да;нет;нет;нет;нет;64 г/м2;255  г/м2;;;;Windows, Mac OS;460х 198 х232 мм;19 Вт;42 дБ;;;;;;;;;;1;;;wf40;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;2499;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
363;166;55;16655;Epson Stylus C84;;0;0;0;0;;0;0;0;0;0;;Drukarka Epson Stylus C84, zaprojektowana jako idealne rozwi?zanie zaspokajaj?ce wszystkie potrzeby druku w domu i w ma?ej firmie, to szybka, precyzyjna i niezawodna drukarka atramentowa zapewniaj?ca niewiarygodnie wysok? jako?? na prawie wszystkich rodzajach papieru.;;The Stylus C84 is a 4-colour inkjet printer, incorporating EPSON's DURABrite pigment ink.;Der Epson Stylus C84 ist die ideale L?sung f?r Ihre Druckanspr?che zu Hause oder in einem Kleinb?ro. Mit dem schnellen, pr?zisen und zuverl?ssigen Tintenstrahldrucker erzielen Sie leistungsstarke Ergebnisse auf fast allen Papierarten.;;La Stylus C84 es una impresora de inyecci?n de tinta de 4 colores a 5760 ppp, que incorpora la tinta pigmentada DURABrite de EPSON para la resistencia al agua, a las manchas y una resistencia a la;4675;;8021;;;2477;1465;;155;1229;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5093;;18763;;;;;;404/837;404;404;404;404;;404;404;;;;;;;;;;;;;;;;;Epson;C/CX;C84;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;22;12;3;120;0;1;5760 x 1440;4 кг;1;0;0;0;0;;photo;да;нет;нет;нет;нет;;;;;;Apple MacOS 8.5.1 or later, Microsoft Windows 2000 / NT4.0, Microsoft Windows XP, Microsoft Windows 98 Second Edition / Windows ME, Apple MacOS 9.2, Apple MacOS X 10.1.x or later, Apple MacOS X 10.2.x ;460 х 242 х 308 мм;19 Вт;42 дБ;;;;;;;;;;1;;;wf30;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;599;119;200000;3400;200;26;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
364;166;56;16656;Epson Stylus C66;;0;0;0;0;;0;0;0;0;0;;Epson Stylus C66 jest idealn? drukark? wielozadaniow? stosowan? zar?wno w domu jak i w biurze. ??czy ona zaawansowan? technologi? firmy Epson s?u??c? osi?ganiu perfekcyjnej jako?ci wydruk?w fotograficznych czarno-bia?ych i kolorowych. Zawiera oddzielne tusze dla optymalnej jako?ci i oszcz?dno?ci koszt?w.;;Built to combine quality with efficiency, the Epson Stylus C66 is the only printer in its class to use separate ink cartridges. It also uses Epson DURABrite™ inks, to create superb quality text, graphics and photos up to a class-leading 5760 optimised dpi.;Der Epson Stylus C66 ist der ideale Multifunktionsdrucker f?r den Einsatz zu Hause und im Heimb?ro. Mit den fortschrittlichen Technologien von Epson lassen sich perfekte Ausdrucke in Schwarzwei? und Farbe und Ausdrucke von echten Fotos erzielen.;;;4676;;8016;;;2476;1464;;155;1228;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5094;;;;;;;;837;837;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;C66;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;17;9;4;120;0;1;5760 x 1440;4,6 кг;1;0;0;0;0;;photo;да;нет;нет;нет;нет;;;;;;Windows 98, Windows ME, Windows XP, Windows 2000\n;;;;;;;;;;;;;1;;;wf30;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
365;166;57;16657;Epson Stylus C64;;0;0;0;0;;0;0;0;0;0;;Firma Epson z dum? przedstawia drukark? kolorow? Epson Stylus C64, kt?ra jest doskona?ym rozwi?zaniem spe?niaj?cym wszystkie potrzeby druku w domu i w biurze. Szybka, precyzyjna i wyposa?ona w najnowsze atramenty DURABriteTM firmy Epson drukarka Epson Stylus C64 oferuje wszystko, co jest potrzebne do tworzenia wzbudzaj?cych podziw dokument?w, kolorowych grafik oraz zdj?? bez margines?w.;;The Stylus C64 is a 4-colour inkjet printer, incorporating EPSON's DURABrite pigment ink.;Der neue Epson Stylus C64-Farbdrucker ist die ideale L?sung f?r alle Privatanwender und Home Offices. Er arbeitet schnell und pr?zise unter Einsatz der neuesten Epson DURABriteTM- Tinten. Mit dem Epson Stylus C64 drucken Sie meisterhafte Dokumente, Farbgrafiken und randlose Fotos.;;;4677;;8014;;;2475;1647;;155;1227;;;;;;;;;;;;;;;;;;;;;;155;155;155;155;155;;155;155;5095;;18757;;;;;;404/837;404;404;404;404;;404;404;;;;;;;;;;;;;;;;;Epson;C/CX;C64;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;17;9;4;120;0;1;5760 x 1440;4,3 кг;1;0;0;0;0;;photo;да;нет;нет;нет;нет;;;;;;Windows ME, Windows XP, Windows 2000, Windows 95, Windows 98, Windows NT 4.0; 450 x 242 x 192 мм ;;;;;;;;;;;;1;;;wf30;T441-T444 ;;;T441-T444 ;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;599;119;200000;3400;200;26;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
366;167;58;16758;Epson Stylus CX6500;;0;0;0;0;;0;0;0;0;0;;;;;;;;4678;;8044;;;2433;1501;;164;1225;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5096;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX6500;home;;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;22;11;3;150;1;1;5760 x 1440;9 кг;1;0;0;0;0;;photo;да;нет;нет;нет;нет;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
367;167;59;16759;Epson Stylus CX6300;;0;0;0;0;;0;0;0;0;0;;;;;;;;4679;;8042;;;2434;1500;;164;1224;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5097;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX6300;home;;;;desktop;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;A4;22;11;3;150;1;1;5760 x 1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
368;167;60;16760;Epson Stylus CX4500;;0;0;0;0;;0;0;0;0;0;;;;;;;;4680;;8033;;;2438;1499;;164;1223;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5098;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX4500;home;;;;desktop;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;A4;15;15;3;100;1;1;5760 x 1440;6,6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
369;167;61;16761;Epson Stylus CX3500;;0;0;0;0;;0;0;0;0;0;;;;;;;;4681;;8027;;;;1498;;164;1222;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5099;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;CX3500;home;;;;desktop;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;A4;15;15;3;100;1;1;5760 x 1440;6,6 кг;1;0;0;1;0;;;;;;;;;;;;;"Windows 98/ME/2000/XP; Mac OS X 10.2 и выше";430 x 344 x 170 мм;11 ватт;45 дБ;12 мес;Ч/б: 13 стр./мин., цв: 13 стр./мин.;;600 x 1200 dpi;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
370;167;62;16762;Epson Stylus C85;;0;0;0;0;;0;0;0;0;0;;;;;;;;4682;;8022;;;2430;1497;;164;1221;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5100;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;C85;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;22;12;3;120;0;1;5760 x 1440;4,6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
371;167;63;16763;Epson Stylus C83;;0;0;0;0;;0;0;0;0;0;;;;;;;;4683;;8020;;;2431;1496;;164;1220;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5101;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;C83;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;22;12;3;100;0;1;5760 x 1440;4,2 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
372;167;64;16764;Epson Stylus C65;;0;0;0;0;;0;0;0;0;0;;;;;;;;4684;;8015;;;2428;1495;;1273;1366;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5102;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;C65;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;17;9;4;100;0;1;5760 x 720;4,4 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
373;167;65;16765;Epson Stylus C63;;0;0;0;0;;0;0;0;0;0;;;;;;;;4685;;8013;;;2427;1494;;164;1219;;;;;;;;;;;;;;;;;;;;;;164;164;164;164;164;;164;164;5103;;;;;;;;666;666;;;;;;;;;;;;;;;;;;;;;;;Epson;C/CX;C63;home;;;;desktop;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;A4;17;9;4;100;0;1;5760x720;3,9 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T461,T472-T474;;;T461,T472-T474;4;38,9;49,9;199,6;42,9;1499;299;300300;9995;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;;;;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
374;168;66;16866;Epson Stylus Photo RX520;;0;0;1;0;;0;0;0;0;0;;Epson Stylus Photo RX520 to uniwersalne domowe centrum fotograficzne. Szybko i w ?atwy spos?b otrzymasz wydruki jako?ci studia fotograficznego. Ponadto mo?esz skanowa? i kopiowa? dokumenty oraz o?ywia? stare i wyblak?e zdj?cia za naci?ni?ciem jednego przycisku.;;The Epson Stylus Photo RX520 is an All-in-One home photo centre. Photo-lab quality prints are quick and easy to produce. Plus you can scan and copy, as well as restore old and faded photos at the touch of a button.;Der Epson Stylus Photo RX520 ist eine Komplettl?sung f?r hochwertige Fotos und Textdokumente. Schnell und einfach drucken Sie brillante echte Fotos. Au?erdem k?nnen Sie scannen und kopieren und alte, verblasste Fotos mit einem einzigen Tastendruck wieder auffrischen.;;;4686;;1119;1069;4349;1069;1035;1033;217;1285;;;998;1341;4267;2176;2414;2065;;;;;;1419;;;;;;;;217;217;217;217;217;;217;217;5104;;1288;1207;;;;;417;417;417;417;417;;417;417;;;;;;;;;;;1574;;4162;;;;Epson;R/RX;RX520;home;photos;;;desktop;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;A4;18;18;2;100;1;1;5760x1440;7.8 кг;1;0;1;0;0;;photo;да;нет;нет;нет;нет;;;;;;"Windows 2000, Windows 98, Windows Me, Windows XP; Mac OS 9.1 и выше, Mac OS X 10.2 и выше";"432 x 199 x 413 мм";13 Вт;45 дБ;12 мес;Ч/б: 18 стр./мин., цв: 18 стр./мин.;4 мсек/строка - монохром.,12 мсек/строка - цветн;;220 - 240 В;50-60  Гц;;;122,54;;;;;T0551-T0554;;;T551-T554 ;4;38,9;49,9;199,6;42,9;1499;299;300300;6999;1130;86;24,9;29,9;119,6;25,9;599;119;200000;3999;200;26;23,96;27,96;111,84;23,96;;100,36;421,17;85,78;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
375;168;67;16867;Epson Stylus Photo RX425;;0;0;1;0;;0;0;0;0;0;;Perfekcyjne rozwi?zanie All-in-One dla zdj?? cyfrowych domowego u?ytku, oferuje bardzo niski koszt zdj?cia, niepowtarzaln? ?atwo?? u?ytkowania i jako?? przewy?szaj?c? tradycyjne pracownie fotograficzne. Idealna do drukowania zdj?? cyfrowych, skanowania, kopiowania i odnawiania starych zdj??.;;This easy to use All-in-One digital photo centre is great for restoring old photos, copying or printing.;;;;4687;;1120;1070;4350;1070;1036;1034;217;1284;;;999;1342;4268;2175;2415;2064;;;;;;1420;;;;;;;;217;217;217;217;217;;217;217;5105;;1289;1208;;;;;417;417;417;417;417;;417;417;;;;;;;;;;;1575;;4163;;;;Epson;R/RX;RX425;home;photos;;;desktop;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;A4;15;15;2;100;1;1;5760 x 1440;6.6 кг;1;0;1;0;0;;photo;да;нет;нет;нет;нет;;;;;;;;;;;;;;;;;;101,11;;;;;T0551-T0554;;;T551-T554 ;4;38,9;49,9;199,6;42,9;1499;299;300300;6999;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;82,81;347,52;70,77;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
376;168;68;16868;Epson Stylus Photo RX420;;0;0;1;0;;0;0;0;0;0;;;;This is the perfect All-in-One home digital photo solution, offering a very low cost per photo, amazing ease of use and quality to beat traditional ph;Die perfekte Komplettl?sung f?r digitale Fotos zu Hause - mit minimalen Kosten pro Foto, verbl?ffend einfacher Bedienung und einer besseren Qualit?t als aus dem Fotolabor: ideal zum Drucken von Digitalfotos, zum Scannen und Kopieren und zum Restaurieren von alten Aufnahmen.;;;4688;;1121;1071;4351;1071;1037;1035;217;1283;;;1000;1272;4269;2174;2416;2063;;;;;;1421;;;;;;;;217;217;217;217;217;;217;217;5106;;1290;1209;;;;;417;417;417;417;417;;417;417;;;;;;;;;;;1576;;4164;;;;Epson;R/RX;RX420;home;photos;;;desktop;;;;;;;;;;;;;;;;A4;15;15;2;100;;;5760 x 1440;8.5 кг;1;0;1;0;0;;photo;да;нет;нет;нет;нет;;;;;;;;;;;;;;;;;;178,8;;;;;T0551-T0554;;;T551-T554 ;4;38,9;49,9;199,6;42,9;1499;299;300300;6999;1130;86;24,9;29,9;119,6;25,9;;;;;;;23,96;27,96;111,84;23,96;;146,44;614,54;125,16;;;;;;;;;;;;;;;;;;;;;1;0.25;0.5;
